simulation_id,controller,cost,exec_time,success
45,N+M,1630.09,42.86830925941467,True
46,M,16409.2,4.962831974029541,True
46,M_term,4472.57,10.598046779632568,True
46,N+M,4384.8,55.403703451156616,True
47,M,59514.7,4.715869903564453,True
47,M_term,15637.8,8.921643018722534,True
47,N+M,15558.6,45.71538829803467,True
48,M,31919.3,4.57581353187561,True
48,M_term,8439.2,9.420079469680786,True
48,N+M,8366.7,42.300028562545776,True
49,M,59925.1,4.602330207824707,True
49,M_term,15558.4,10.342454671859741,True
49,N+M,15361.5,41.41095542907715,True
50,M,10039.7,5.68183445930481,True
50,M_term,2899.47,13.292470216751099,True
50,N+M,2758.94,47.00862455368042,True
51,M,15683.3,4.792645692825317,True
51,M_term,4265.38,10.610034942626953,True
51,N+M,4078.12,39.836962938308716,True
52,M,42774.7,5.709792375564575,True
